ID,Work Item Type,Title,State,Description
"70189","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.63 | High )","Closed","The Solution shall provide a database of all currently elected officials and support public presentation of this information."
"70190","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.64 | High )","New","The Solution shall allow authorized users to record the filing form(s) for the office."
"70191","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.65 | High )","New","The Solution shall allow authorized users to add required forms for an office."
"70192","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.66 | High )","New","The Solution shall allow authorized users to remove required forms for an office."
"70193","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.67 | High )","New","The Solution shall allow authorized users to update office information."
"70194","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.68 | High )","Closed","The Solution shall allow authorized users the ability to add appointees of office holders to the system."
"70195","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.69 | High )","New","The Solution shall display options for an office search.� Office search options include but not limited to:�
Office Title 
Term limits 
Term length"
"70196","Requirement","Manage Candidates, Manage Candidate Information, Create Office and Manage Office : ( F1.70 | High )","New","The Solution shall have the ability to delete an Office."
"70197","Requirement","Manage System, Manage Jurisdictions & Districts, Manage Districts : ( F1.645 | High )","New","The Solution shall allow authorized users to manage districts, define district name, district type and any associated jurisdictions."
"70198","Requirement","Manage Candidates, Manage Candidate Information, Public Access to Candidate File : ( F1.72 | High )","Closed","The Solution shall provide the candidate the ability to securely login into the System to review and edit the candidate information and filing status for the office applied."
